30015,Romance
6171,Action
1827,Action
25013,Action
1367,Adventure
27833,Action
26213,Comedy
1974,Drama
8425,Drama
12069,Comedy
185,Action
18679,Action
2034,Comedy
437,Dementia
721,Comedy
12477,Sci-Fi
4938,Action
2402,Drama
6702,Action
1566,Mecha
31741,Action
440,Drama
4107,Action
1506,Adventure
2759,Action
72,Action
3016,Action
3783,Action
3927,Action
11597,Comedy
28025,Comedy
24833,Action
29893,Fantasy
27663,Romance
1482,Action
3371,Action
25313,Action
1430,Adventure
33051,Action
7720,Comedy
1914,Adventure
20371,Comedy
15039,Drama
2164,Adventure
237,Adventure
2449,Action
10643,Action
17739,Comedy
135,Comedy
6045,Romance
16001,Comedy
6211,Drama
232,Adventure
4789,Drama
16918,Comedy
16,Comedy
1486,Comedy
24997,Music
32902,Fantasy
8063,Comedy
25879,Comedy
889,Action
21419,Action
2952,Action
934,Horror
12189,Mystery
731,Adventure
1530,Drama
9656,Romance
20507,Action
31149,Action
4918,Comedy
14075,Action
4772,Comedy
781,Adventure
1363,Adventure
223,Adventure
2004,Comedy
25649,Comedy
153,Action
5029,Action
302,Adventure
8740,Action
5682,Action
21647,Comedy
16049,Action
1065,Drama
18179,Comedy
47,Action
4901,Action
23199,Action
32122,Action
30415,School
851,Comedy
10049,Action
1943,Fantasy
4053,Comedy
846,Comedy
9926,Comedy
31173,Drama
4059,Drama
589,Action
15059,Action
7791,Comedy
17265,Action
20815,Comedy
535,Adventure
2563,Fantasy
9963,Adventure
32551,Action
2951,Action
2762,Adventure
14713,Comedy
14807,Drama
81,Adventure
9204,Action
31098,Comedy
1023,Adventure
33253,Action
24921,Action
1471,Action
27831,Action
2924,Drama
4672,Action
2448,Action
3907,Adventure
186,Action
10080,Comedy
30885,Action
21469,Comedy
9941,Action
14813,Comedy
6421,Adventure
21855,Comedy
11739,Comedy
2159,Comedy
28297,Comedy
29831,Comedy
2154,Action
6505,Comedy
861,Comedy
1689,Drama
34103,Action
3665,Drama
9996,Historical
7711,Fantasy
77,Action
401,Drama
32093,Comedy
12113,Action
7338,Action
32613,Action
3014,Action
645,Game
11135,Drama
5781,Action
13767,Comedy
5678,Comedy
6774,Comedy
1089,Action
25161,Adventure
995,Action
2752,Action
15,Action
122,Comedy
29095,Drama
1594,Horror
3092,Comedy
10721,Comedy
16395,Comedy
3588,Action
4106,Action
387,Drama
16916,Comedy
1088,Action
10620,Action
2143,Action
6582,Comedy
2158,Action
22319,Action
11113,Josei
6586,Kids
66,Comedy
8142,Drama
6438,Adventure
33032,Action
227,Action
73,Action
4898,Action
19111,Music
7222,Action
22097,Action
15689,Comedy
957,Adventure
24,Comedy
33286,Action
849,Comedy
2623,Drama
268,Adventure
29093,Drama
427,Comedy
4280,Action
18429,Action
17549,Comedy
26123,Comedy
28,Comedy
9513,Action
14353,Drama
8408,Action
13331,Action
4985,Action
29803,Action
22,Action
2618,Adventure
793,Comedy
30279,Comedy
28755,Action
10029,Historical
2035,Drama
790,Mystery
9289,Comedy
15809,Comedy
27989,Drama
5630,Action
2829,Adventure
30831,Adventure
416,Action
85,Drama
30240,Comedy
1254,Adventure
2605,Comedy
4163,Comedy
3228,Comedy
1485,Comedy
6351,Drama
13119,Action
3782,Action
3572,Action
8310,Adventure
114,Comedy
11813,Action
658,Game
10012,Comedy
32370,Action
22961,Romance
22777,Action
29787,Comedy
7062,Comedy
11887,Comedy
9088,Action
12815,Comedy
12017,Action
6377,Comedy
1470,Action
780,Adventure
27633,Comedy
2321,Action
17273,Comedy
429,Comedy
18661,Comedy
14349,Adventure
1729,Drama
31973,Action
17949,Music
996,Adventure
9465,Action
14175,Comedy
11239,Comedy
967,Action
1695,Drama
339,Dementia
7724,Mystery
2753,Drama
8516,Comedy
779,Adventure
1366,Adventure
19319,Action
15195,Comedy
187,Action
30311,Comedy
597,Adventure
400,Action
18245,Drama
10521,Comedy
28907,Action
31637,Action
1571,Comedy
267,Action
253,Comedy
22673,Comedy
4080,Adventure
27947,Action
12917,Adventure
3750,School
569,Comedy
6007,Fantasy
1253,Action
15771,Comedy
397,Action
949,Action
11001,Action
17909,Comedy
21185,Romance
9724,Action
6768,Action
4872,Comedy
12413,Action
2076,Mystery
31251,Action
5485,Action
5005,Comedy
890,Adventure
269,Action
14741,Comedy
1472,Action
33028,Action
7304,Adventure
8609,Adventure
6033,Action
8479,Comedy
254,Comedy
8525,Comedy
19703,Action
25517,Adventure
31764,Action
27775,Drama
21339,Action
2104,Comedy
24893,Action
2150,Adventure
12445,Horror
543,Action
23225,Comedy
9252,Action
12893,Comedy
1505,Adventure
4447,Adventure
317,Action
22265,Comedy
13117,Action
9563,Comedy
16904,Action
97,Action
20517,Comedy
2273,Action
1735,Action
20159,Action
12403,Comedy
7044,Comedy
31646,Drama
32998,Action
30123,Drama
31339,Action
2890,Adventure
468,Mecha
29755,Comedy
25303,Shounen
24471,Comedy
516,Comedy
1425,Action
5310,Action
93,Action
8038,Comedy
322,Comedy
6154,Adventure
7588,Historical
10083,Horror
1172,Adventure
31711,Comedy
2265,Action
23249,Action
202,Action
30370,Action
9919,Action
1818,Action
34036,Adventure
10090,Mecha
17895,Comedy
1824,Drama
4192,Action
10357,Comedy
30745,Music
19489,Adventure
4472,Comedy
19613,Action
5530,Adventure
6591,Historical
10218,Action
388,Cars
28999,Drama
1473,Action
1379,Adventure
23293,Action
1910,Adventure
33221,Action
18897,Comedy
31592,Action
31380,Comedy
28677,Comedy
7193,Drama
1961,Adventure
21405,Comedy
6024,Comedy
2761,Drama
1491,Adventure
106,Drama
5835,Drama
3604,Comedy
11237,Comedy
2828,Adventure
4087,Action
28881,Cars
21473,Action
582,Comedy
8311,Adventure
21995,Comedy
532,Drama
552,Action
13629,Drama
7645,Action
249,Action
4886,Adventure
451,Adventure
9734,Comedy
433,Drama
6115,Action
80,Action
1092,Action
20767,Action
10119,Comedy
1921,Action
1562,Comedy
11111,Horror
32863,Action
11737,Action
28249,Action
13535,Comedy
1520,Drama
28121,Action
30191,Action
10497,Comedy
6862,Comedy
251,Adventure
18153,Fantasy
875,Adventure
795,Drama
33994,Comedy
18397,Action
29830,Comedy
16870,Action
479,Adventure
15197,Action
32189,Action
31859,Action
15451,Action
33446,Comedy
570,Drama
5680,Comedy
2175,Adventure
1887,Comedy
90,Action
91,Action
2594,Adventure
210,Comedy
1007,Comedy
19775,Action
534,Adventure
9790,Comedy
2582,Action
407,Comedy
6213,Action
1000,Action
1375,Comedy
8514,Action
951,Comedy
12117,Adventure
2508,Comedy
19115,Drama
6904,Action
22125,Comedy
4454,Action
32547,Comedy
15959,Action
16239,Action
31772,Action
396,Action
8407,Comedy
20057,Comedy
9074,Comedy
7305,Adventure
226,Action
644,Comedy
2405,Drama
15117,Comedy
10460,Comedy
6050,Action
444,Drama
82,Adventure
15315,Comedy
30347,Action
31704,Action
1699,Drama
517,Comedy
29829,Comedy
30868,Action
22199,Action
14941,Music
978,Action
2994,Mystery
14735,Adventure
10350,Action
20431,Comedy
15487,Comedy
1462,Drama
13667,Action
28927,Action
398,Action
20847,Comedy
2451,Action
8937,Action
12883,Comedy
30413,Comedy
30902,Comedy
6347,Comedy
3841,Comedy
8086,Action
9982,Comedy
1888,Comedy
33082,Action
1096,Drama
14407,Action
1719,Action
290,Action
154,Action
11757,Action
5074,Action
31733,Demons
1690,Drama
4177,Action
10092,Action
9785,Adventure
985,Adventure
18055,Action
6984,Comedy
27991,Action
21659,Action
3545,Comedy
474,Drama
1211,Action
9510,Comedy
5751,Comedy
3515,Action
13663,Comedy
13851,Comedy
6956,Comedy
9441,Shoujo
233,Comedy
2397,Adventure
345,Drama
71,Action
10793,Action
9760,Adventure
160,Adventure
3713,Mystery
2593,Action
2454,Comedy
32380,Comedy
33263,Action
13203,Action
2963,Comedy
87,Drama
20,Action
31953,Comedy
28069,Music
1002,Action
9471,Comedy
150,Action
60,Action
19671,Comedy
120,Comedy
74,Comedy
30364,Comedy
8426,Drama
33209,Comedy
2547,Drama
22101,Adventure
182,Adventure
21867,Adventure
28979,Comedy
16011,Comedy
22819,Music
9062,Action
477,Fantasy
6772,Action
2450,Comedy
5177,Mystery
2229,Adventure
6927,Comedy
4811,Comedy
13403,Comedy
228,Horror
30952,Cars
24135,Historical
8795,Action
12021,Comedy
17249,Music
1011,Adventure
18119,Comedy
2787,Action
6046,Action
9000,Adventure
10717,Action
31580,Action
31483,Drama
531,Drama
4596,Action
1015,Comedy
4725,Action
6637,Action
255,Comedy
10790,Action
23385,Fantasy
1418,Action
14511,Comedy
10389,Drama
7592,Action
31289,Action
32729,Drama
2112,Shounen
208,Action
30296,Action
1008,Comedy
65,Action
2499,Comedy
3470,Comedy
540,Action
26,Action
1293,Action
856,Action
9201,Action
2214,Action
32108,Action
123,Adventure
488,Comedy
3603,Action
32268,Comedy
7270,Action
1376,Comedy
464,Adventure
9745,Action
21843,Action
539,Action
14227,Comedy
11319,Adventure
24151,Romance
997,Adventure
24913,Comedy
31478,Action
28479,Action
2471,Adventure
240,Comedy
1301,Adventure
18619,Military
9065,Action
5060,Comedy
3731,Comedy
1412,Action
20785,Magic
2985,Comedy
1483,Adventure
10161,Action
462,Action
5507,Action
6444,Adventure
10715,Action
95,Action
8247,Action
20031,Comedy
7471,Adventure
986,Adventure
28669,Action
2026,Action
450,Adventure
32491,Psychological
6624,Action
3466,Adventure
15439,Fantasy
19669,Comedy
25015,Action
331,Adventure
33338,Action
23777,Action
10278,Comedy
2557,Drama
1830,Action
24405,Action
4416,Action
740,Demons
2213,Drama
371,Comedy
7303,Adventure
430,Comedy
1813,Comedy
16528,Romance
9288,Fantasy
6372,Comedy
17,Comedy
3931,Action
24439,Action
23441,Comedy
1915,Action
323,Drama
2313,Adventure
584,Adventure
24543,Action
6634,Action
355,Action
30549,Action
1279,Adventure
10033,Action
11531,Mystery
966,Comedy
25341,Comedy
10534,Adventure
32979,Comedy
132,Action
14467,Action
8532,Comedy
1606,Adventure
9136,Comedy
2227,Drama
7627,Comedy
32485,Comedy
6773,Action
1650,Action
2558,Drama
1840,Action
33513,Action
2724,Action
905,Adventure
32915,Action
1395,Drama
10471,Adventure
5231,Shounen
5204,Action
12487,Action
324,Comedy
709,Action
21755,Action
32668,Action
1034,Action
33157,Comedy
23701,Comedy
10716,Action
1924,Action
33350,Action
3090,Comedy
7647,Comedy
530,Demons
3785,Action
7902,Comedy
1281,Horror
24765,Horror
129,Adventure
7661,Drama
31997,Comedy
24703,Action
10999,Sci-Fi
6116,Comedy
16762,Action
18849,Drama
10500,Drama
14123,Action
10573,Shounen
8675,Comedy
1557,Action
14289,Romance
11743,Action
30458,Action
29854,Action
11433,Comedy
31821,Action
14967,Comedy
12049,Action
6152,Action
1393,Drama
19191,Mecha
11617,Comedy
10935,Drama
914,Comedy
24781,Action
21327,Comedy
10568,Mystery
1087,Comedy
33605,Action
15051,Music
11933,Comedy
23301,Action
5493,Action
23775,Action
9751,Action
969,Action
32681,Action
2202,Action
7762,Comedy
10495,Comedy
880,Comedy
15061,Music
857,Action
110,Action
23251,Comedy
587,Comedy
12725,Action
11013,Comedy
452,Adventure
1579,Comedy
32869,School
6793,Comedy
6172,Mystery
21105,Comedy
194,Adventure
3001,Comedy
8190,Comedy
23277,Comedy
2498,Comedy
25729,Comedy
4654,Action
18139,Comedy
16005,Shounen
32015,Action
22147,Comedy
1946,Adventure
67,Action
32365,Action
14345,Action
11359,Action
428,Adventure
4188,Adventure
340,Action
10588,Adventure
5958,Comedy
14669,Comedy
1478,Adventure
8331,Comedy
455,Adventure
18507,Comedy
27411,Action
17729,Drama
26023,Comedy
21075,Comedy
8217,Fantasy
617,Adventure
31798,Drama
8841,Action
9396,Comedy
11371,Action
32542,Comedy
5306,Action
2268,Adventure
177,Action
22729,Action
4835,Action
8888,Action
5348,Adventure
9786,Adventure
25687,Action
31552,Action
14131,Military
2002,Action
145,Comedy
5290,Comedy
250,Adventure
23321,Action
2743,Comedy
3626,Action
10020,Comedy
1873,Adventure
528,Action
2562,Drama
1861,Comedy
8995,Action
17437,Comedy
32673,Fantasy
1985,Mecha
304,Comedy
12291,Comedy
1488,Action
4182,Comedy
9839,Adventure
874,Adventure
2673,Adventure
31376,Comedy
1251,Adventure
32215,Action
2012,Adventure
2848,Adventure
15813,Fantasy
5162,Comedy
13245,Action
3673,Action
21667,Comedy
3848,Action
26243,Action
5419,Comedy
46,Drama
16241,Comedy
2198,Comedy
1239,Drama
2768,Action
2514,Adventure
1394,Drama
17187,Mecha
11663,Action
270,Action
1356,Action
6553,Comedy
1567,Adventure
15437,Action
13655,Comedy
334,Comedy
7651,Drama
1029,Drama
209,Action
15775,Comedy
10469,Comedy
16524,Action
10714,Action
32899,Comedy
10216,Comedy
6408,Drama
32828,Comedy
10067,Drama
13115,Action
2174,Action
821,Action
5494,Drama
6604,Comedy
32526,Music
8100,Action
14527,Action
2835,Adventure
2549,Drama
814,Comedy
28497,Action
15989,Game
2098,Comedy
7858,Comedy
5118,Comedy
1651,Action
691,Action
11759,Action
16273,Comedy
1240,Drama
2424,Comedy
6573,Action
21743,Action
901,Adventure
14837,Action
31706,Action
364,Mystery
4060,Adventure
23269,Comedy
3165,Comedy
449,Adventure
32870,School
522,Adventure
96,Adventure
10589,Action
3420,Drama
10378,Comedy
31327,Ecchi
3369,Game
8197,Military
1072,Action
18499,Action
5075,Action
1195,Action
1003,Comedy
11235,Comedy
586,Fantasy
4981,Action
2961,Action
1747,Action
2409,Adventure
4039,Action
2458,Comedy
22693,Fantasy
1563,Adventure
1289,Comedy
9181,Comedy
33091,Drama
9979,Action
1608,Comedy
5277,Action
18523,Action
7041,Comedy
2923,Comedy
9930,Music
31297,Action
1919,Adventure
18753,Comedy
18497,Action
21639,Action
283,Drama
2889,Action
18671,Comedy
16934,Comedy
1479,Shounen
2171,Adventure
32948,Drama
3213,Action
19195,Mecha
21273,Comedy
5998,Fantasy
2330,Adventure
3449,Comedy
218,Action
1047,Drama
22539,Drama
16287,Action
8476,Demons
13587,Adventure
10257,Music
10731,Action
23281,Action
166,Historical
8317,Comedy
8557,Comedy
1913,Action
25801,Drama
6802,Military
30911,Action
200,Comedy
3613,Action
3712,Action
22419,Dementia
13709,Action
1474,Action
15199,Action
8687,Comedy
10765,Comedy
9023,Comedy
1454,Action
3392,Harem
2971,Adventure
98,Action
20541,Comedy
1095,Drama
593,Drama
32566,Action
2680,Adventure
32026,Comedy
708,Adventure
10445,Music
13391,Action
2596,Mystery
441,Dementia
5262,Comedy
1372,Action
2337,Adventure
24627,Comedy
102,Comedy
24919,Action
1686,Action
1681,Action
2800,Drama
27601,Comedy
22839,School
356,Action
6922,Action
4061,Adventure
28607,Comedy
9834,Comedy
10075,Action
5854,Action
2257,Drama
11889,Comedy
1459,Action
8676,Comedy
10719,Comedy
59,Comedy
4186,Action
17121,Drama
6231,Mystery
7045,Adventure
15613,Action
6895,Action
379,Comedy
10209,Action
12053,Action
5713,Comedy
24227,Comedy
6187,Comedy
490,Comedy
64,Action
5671,Game
5355,Action
20671,Drama
1728,Comedy
567,Action
1911,Comedy
481,Adventure
5244,Fantasy
12187,Comedy
31553,School
1477,Action
24655,Harem
1368,Comedy
2392,Adventure
18465,Comedy
852,Comedy
9865,Comedy
6399,Music
3652,Comedy
22763,Drama
5710,Comedy
1091,Action
7877,Drama
28149,Action
34136,Drama
131,Action
879,Drama
1642,Fantasy
5712,Adventure
14189,Horror
885,Dementia
3974,Action
9047,Action
2203,Action
156,Action
29,Action
12149,Music
18893,Action
11633,Action
17269,Action
1476,Action
15201,Action
26349,Comedy
17641,Comedy
25389,Action
6783,Drama
32930,Comedy
6291,Action
27631,Action
134,Action
5929,Drama
28825,Comedy
5291,Martial Arts
12679,Comedy
9366,Comedy
1021,Drama
6707,Action
207,Action
1424,Adventure
3468,Drama
2518,Comedy
1241,Drama
32792,Action
5252,Action
19221,Comedy
165,Action
13267,Comedy
25,Action
5538,Adventure
24365,Comedy
2129,Drama
8481,Drama
1050,Adventure
1222,Drama
1069,Action
13349,Historical
23359,Action
15583,Comedy
5096,Adventure
906,Adventure
18393,Action
1391,Adventure
2037,Comedy
1773,Action
5228,Action
389,Action
3199,Adventure
9124,Comedy
327,Comedy
130,Action
2216,Action
31680,Comedy
15731,Comedy
696,Comedy
12015,Action
11553,Comedy
181,Action
2608,Action
1327,Action
2922,Drama
4037,Action
24625,Action
8768,Romance
256,Drama
16009,Fantasy
435,Adventure
10110,Comedy
8246,Action
1203,Historical
770,Drama
11499,Comedy
29786,Comedy
959,Adventure
10294,Action
10713,Action
28285,Action
10798,Mystery
12711,Comedy
4752,Drama
183,School
798,Drama
28771,Adventure
5251,Action
68,Adventure
2553,Drama
13335,Action
1392,Drama
19193,Mecha
506,Drama
20903,Drama
142,Adventure
1004,Drama
10918,Drama
3358,Comedy
76,Action
32698,Comedy
31722,Action
31414,Comedy
353,Comedy
1060,Comedy
10178,Drama
19369,Comedy
14267,Adventure
19291,Action
792,Adventure
3674,Comedy
167,Adventure
5909,Comedy
24037,Game
5233,Adventure
2014,Action
24459,Fantasy
1006,Action
27899,Action
3972,Action
25519,Drama
30869,Action
1536,Action
1475,Action
13837,Comedy
10703,Adventure
2672,Fantasy
23311,Action
1852,Comedy
2228,Comedy
15591,Comedy
1808,Comedy
489,Comedy
2286,Adventure
2954,Comedy
3469,Drama
8460,Action
2929,Adventure
31,Drama
1212,Adventure
11179,Comedy
9959,Drama
12067,Action
2903,Action
2254,Mecha
960,Adventure
1577,Action
5667,Comedy
4189,Drama
33094,Comedy
21435,Adventure
11701,Horror
1589,Drama
9340,Comedy
7972,Comedy
2817,Adventure
19163,Comedy
1684,Comedy
9135,Action
25183,Action
23703,Adventure
10870,Comedy
1825,Drama
31158,Comedy
31665,Drama
2204,Horror
1691,Action
31227,Mystery
31952,Comedy
1426,Action
10624,Action
520,Romance
3342,Action
6325,Action
27787,Comedy
3965,Comedy
32051,Action
1010,Action
13429,Sci-Fi
399,Action
5947,Comedy
8115,Adventure
2126,Action
7870,Comedy
10396,Action
16592,Action
29067,Comedy
501,Adventure
17535,Fantasy
9032,Shounen
1878,Drama
9213,Drama
16353,Comedy
30829,Music
3268,Sci-Fi
2460,Comedy
2253,Action
1238,Adventure
8769,Comedy
6896,Comedy
11835,Action
16123,Game
30187,Mystery
15751,Action
6572,Action
2585,Drama
560,Action
23725,Action
21737,Comedy
1146,Comedy
10629,Adventure
2820,Action
113,Action
970,Adventure
18177,Comedy
2548,Drama
101,Drama
103,Adventure
15927,Comedy
3744,Drama
6880,Action
484,Adventure
476,Drama
14811,Comedy
242,Comedy
9931,Drama
33241,Romance
31499,Comedy
9938,Historical
822,Action
2408,Action
2927,Drama
17643,Comedy
1419,Action
158,Drama
1190,Adventure
23421,Comedy
5984,Drama
10464,Comedy
10483,Action
4715,Drama
2978,Action
8726,Comedy
3125,Comedy
30641,Comedy
24591,Comedy
25755,Drama
30790,Drama
2125,Action
763,Action
656,Comedy
2969,Action
6676,Action
25731,Action
23383,Comedy
10531,Adventure
2656,Adventure
15925,Adventure
20509,Action
344,Drama
18229,Adventure
21039,Adventure
31324,Ecchi
4551,Adventure
27969,Drama
7337,Comedy
12729,Comedy
20853,Action
666,Adventure
29583,Comedy
633,Adventure
1590,Action
1439,Action
10050,Music
1064,Adventure
2488,Adventure
14575,Comedy
84,Adventure
17505,Action
1655,Comedy
23673,Comedy
21031,Kids
815,Action
17137,Adventure
7662,Horror
2942,Comedy
1764,Comedy
1170,Adventure
1081,Action
4884,Adventure
3352,Action
20977,Comedy
5332,Action
1744,Adventure
8457,Action
878,Action
4038,Action
31245,Romance
4970,Action
1078,Comedy
4138,Adventure
5593,Action
2665,Adventure
2676,Adventure
408,Action
32696,Comedy
551,Action
32648,Comedy
15225,Comedy
8074,Action
6064,Comedy
483,Action
10628,Action
1972,Adventure
5273,Sports
1288,Comedy
2269,Action
601,Comedy
465,Adventure
1117,Adventure
10862,Comedy
710,Comedy
10334,Action
20709,Action
15793,Action
21573,Action
1815,Action
15307,Fantasy
8098,Action
198,Action
23319,Action
19251,Comedy
2009,Action
9611,Comedy
50,Comedy
31771,Comedy
2986,Comedy
3076,Magic
1373,Drama
1614,Action
15109,Action
5684,Action
908,Comedy
505,Comedy
15863,Action
246,Adventure
18835,Action
6574,Comedy
5150,Comedy
30300,Comedy
714,Comedy
2336,Comedy
4312,Action
13261,Shounen
2407,Comedy
519,Comedy
330,Comedy
6712,Comedy
28299,Comedy
17875,Comedy
3292,Comedy
168,Action
573,Action
6153,Adventure
1302,Adventure
5034,Action
1548,Drama
2555,Drama
33969,Mystery
565,Action
27957,Comedy
855,Drama
5832,Action
4703,Fantasy
33302,Comedy
15911,Comedy
764,Adventure
10479,Action
8756,Demons
20787,Action
1450,Adventure
10163,Action
2649,Comedy
117,Adventure
1250,Adventure
31389,Action
653,Comedy
5521,Action
191,Comedy
14833,Adventure
20221,Comedy
3655,Action
6030,Action
463,Action
2107,Action
1094,Action
238,Action
18041,Action
3256,Mecha
17080,Action
18277,Action
30321,Action
33558,Action
13333,Music
8022,Comedy
27,Action
3791,Shounen
11266,Action
22433,Action
485,Comedy
2512,Adventure
2658,Adventure
6930,Adventure
6401,Music
3568,Comedy
1441,Drama
15699,Comedy
30991,Comedy
14753,Comedy
13469,Slice of Life
18295,Action
3958,Comedy
32574,Action
845,Adventure
32953,Music
1090,Action
1722,Comedy
2472,Action
4437,Action
1237,Action
13659,Comedy
2141,Adventure
108,Adventure
161,Action
527,Action
2182,Fantasy
13599,Drama
4664,Action
32175,Comedy
1171,Adventure
6381,Action
11793,Comedy
4663,Action
2113,Action
3036,Action
25157,Action
2427,Adventure
7058,Adventure
28405,Action
9544,Action
1983,Drama
2756,Drama
5065,Comedy
10444,Action
332,Adventure
2677,Adventure
2661,Adventure
19645,Adventure
21681,Comedy
1030,Kids
31989,Music
3859,Mystery
10804,Historical
10805,Comedy
10536,Comedy
22817,Mystery
17259,Comedy
335,Comedy
738,Action
2294,Action
443,Comedy
20939,Comedy
12753,Action
15651,Action
1255,Adventure
1259,Adventure
1381,Action
867,Adventure
869,Adventure
2013,Action
5141,Comedy
2683,Action
3051,Fantasy
5764,Comedy
5525,Action
49,Comedy
1292,Action
3549,Action
5578,Adventure
3203,Comedy
10638,Comedy
2654,Adventure
2393,Adventure
12875,Shounen
287,Shounen
20689,Comedy
27829,Action
1410,Mecha
953,Action
10298,Comedy
147,Drama
16732,Comedy
844,Adventure
6299,Comedy
7761,Comedy
3225,Comedy
6288,Action
2926,Drama
272,Action
28683,Action
326,Horror
10711,Comedy
2744,Comedy
5753,Action
1329,Drama
2193,Adventure
22273,Game
868,Adventure
5226,Action
15077,Kids
541,Action
32174,Comedy
10834,Comedy
5356,Action
15611,Action
20479,Action
21395,Comedy
2398,Adventure
32410,Sci-Fi
3727,Adventure
30694,Action
12231,Action
1906,Drama
1206,Drama
940,Comedy
2808,Action
4483,Drama
99,Comedy
1196,Comedy
16444,Fantasy
4062,Shounen
5597,Comedy
12467,Ecchi
10928,Comedy
4114,Comedy
1526,Action
4921,Adventure
2111,Action
15963,Comedy
4063,Action
9355,Comedy
9793,Action
6380,Action
3089,Drama
944,Action
3457,Drama
935,Action
14951,Music
92,Adventure
713,Drama
3006,Comedy
13931,Adventure
2675,Fantasy
2648,Comedy
2634,Comedy
4726,Adventure
27525,Action
664,Adventure
3508,Action
6795,Dementia
4639,Comedy
386,Comedy
1663,Adventure
3335,Drama
13271,Action
6980,Horror
28623,Action
8068,Demons
17247,Action
30307,Comedy
6512,Comedy
8423,Comedy
418,Adventure
6713,Comedy
2486,Comedy
1231,Action
16694,Comedy
3861,Action
536,Adventure
1147,Action
7861,Adventure
807,Action
306,Comedy
32977,Comedy
282,Action
11697,Comedy
104,Adventure
24727,Comedy
6948,Mystery
5675,Ecchi
1521,Drama
8369,Comedy
2597,Adventure
2660,Fantasy
1858,Comedy
411,Action
14645,Fantasy
9013,Comedy
1374,Adventure
1432,Action
3345,Comedy
2152,Comedy
